filepath,kanji,meaning
../kanji_images/kanji_資.png,資,"assets, resources, capital, funds, data, be conducive to, contribute to"
../kanji_images/kanji_賜.png,賜,"grant, gift, boon, results"
../kanji_images/kanji_雌.png,雌,"feminine, female"
../kanji_images/kanji_飼.png,飼,"domesticate, raise, keep, feed"
../kanji_images/kanji_歯.png,歯,"tooth, cog"
../kanji_images/kanji_事.png,事,"matter, thing, fact, business, reason, possibly"
../kanji_images/kanji_似.png,似,"becoming, resemble, counterfeit, imitate, suitable"
../kanji_images/kanji_侍.png,侍,"waiter, samurai, wait upon, serve"
../kanji_images/kanji_児.png,児,"newborn babe, child, young of animals"
../kanji_images/kanji_字.png,字,"character, letter, word, section of village"
../kanji_images/kanji_寺.png,寺,Buddhist temple
../kanji_images/kanji_慈.png,慈,mercy
../kanji_images/kanji_持.png,持,"hold, have"
../kanji_images/kanji_時.png,時,"time, hour"
../kanji_images/kanji_次.png,次,"next, order, sequence"
../kanji_images/kanji_滋.png,滋,"nourishing, more & more, be luxuriant, planting, turbidity"
../kanji_images/kanji_治.png,治,"reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve"
../kanji_images/kanji_爾.png,爾,"you, thou, second person"
../kanji_images/kanji_璽.png,璽,emperor's seal
../kanji_images/kanji_痔.png,痔,"piles, hemorrhoids"
../kanji_images/kanji_磁.png,磁,"magnet, porcelain"
../kanji_images/kanji_示.png,示,"show, indicate, point out, express, display"
../kanji_images/kanji_而.png,而,"and yet, and then, but, however, nevertheless"
../kanji_images/kanji_耳.png,耳,ear
../kanji_images/kanji_自.png,自,oneself
../kanji_images/kanji_蒔.png,蒔,sow (seeds)
../kanji_images/kanji_辞.png,辞,"resign, word, term, expression"
../kanji_images/kanji_汐.png,汐,"eventide, tide, salt water, opportunity"
../kanji_images/kanji_鹿.png,鹿,deer
../kanji_images/kanji_式.png,式,"style, ceremony, rite, function, method, system, form, expression"
../kanji_images/kanji_識.png,識,"discriminating, know, write"
../kanji_images/kanji_鴫.png,鴫,"snipe, (kokuji)"
../kanji_images/kanji_竺.png,竺,bamboo
../kanji_images/kanji_軸.png,軸,"axis, pivot, stem, stalk, counter for book scrolls"
../kanji_images/kanji_宍.png,宍,"muscles, meat"
../kanji_images/kanji_雫.png,雫,"drop, trickle, dripping, (kokuji)"
../kanji_images/kanji_七.png,七,seven
../kanji_images/kanji_叱.png,叱,"scold, reprove"
../kanji_images/kanji_執.png,執,"tenacious, take hold, grasp, take to heart"
../kanji_images/kanji_失.png,失,"lose, error, fault, disadvantage, loss"
../kanji_images/kanji_嫉.png,嫉,"jealous, envy"
../kanji_images/kanji_室.png,室,"room, apartment, chamber, greenhouse, cellar"
../kanji_images/kanji_悉.png,悉,"all, entirely, altogether, completely, use up, run out of, exhaust, befriend, serve"
../kanji_images/kanji_湿.png,湿,"damp, wet, moist"
../kanji_images/kanji_漆.png,漆,"lacquer, varnish, seven"
../kanji_images/kanji_疾.png,疾,rapidly
../kanji_images/kanji_質.png,質,"substance, quality, matter, temperament"
../kanji_images/kanji_実.png,実,"reality, truth, seed, fruit, nut"
../kanji_images/kanji_蔀.png,蔀,latticed shutters
../kanji_images/kanji_篠.png,篠,bamboo grass
../kanji_images/kanji_偲.png,偲,"recollect, remember"
../kanji_images/kanji_柴.png,柴,"brush, firewood"
../kanji_images/kanji_芝.png,芝,"turf, lawn"
../kanji_images/kanji_屡.png,屡,"often, frequently"
../kanji_images/kanji_蕊.png,蕊,"pistil, stamen"
../kanji_images/kanji_縞.png,縞,stripe
../kanji_images/kanji_舎.png,舎,"cottage, inn, hut, house, mansion"
../kanji_images/kanji_写.png,写,"copy, be photographed, describe"
../kanji_images/kanji_射.png,射,"shoot, shine into, onto, archery"
../kanji_images/kanji_捨.png,捨,"discard, throw away, abandon, resign, reject, sacrifice"
../kanji_images/kanji_赦.png,赦,"pardon, forgiveness"
../kanji_images/kanji_斜.png,斜,"diagonal, slanting, oblique"
../kanji_images/kanji_煮.png,煮,"boil, cook"
../kanji_images/kanji_社.png,社,"company, firm, office, association, shrine"
../kanji_images/kanji_紗.png,紗,"gauze, gossamer"
../kanji_images/kanji_者.png,者,"someone, person"
../kanji_images/kanji_謝.png,謝,"apologize, thank, refuse"
../kanji_images/kanji_車.png,車,car
../kanji_images/kanji_遮.png,遮,"intercept, interrupt, obstruct"
../kanji_images/kanji_蛇.png,蛇,"snake, serpent, hard drinker"
../kanji_images/kanji_邪.png,邪,"wicked, injustice, wrong"
../kanji_images/kanji_借.png,借,"borrow, rent"
../kanji_images/kanji_勺.png,勺,"ladle, one tenth of a go, dip"
../kanji_images/kanji_尺.png,尺,"shaku, Japanese foot, measure, scale, rule"
../kanji_images/kanji_杓.png,杓,"ladle, scoop"
../kanji_images/kanji_灼.png,灼,miraculous
../kanji_images/kanji_爵.png,爵,"baron, peerage, court rank"
../kanji_images/kanji_酌.png,酌,"bar-tending, serving sake, the host, draw (water), ladle, scoop, pump"
../kanji_images/kanji_釈.png,釈,explanation
../kanji_images/kanji_錫.png,錫,"copper, tin"
../kanji_images/kanji_若.png,若,"young, if, perhaps, possibly, low number, immature"
../kanji_images/kanji_寂.png,寂,"loneliness, quietly, mellow, mature, death of a priest"
../kanji_images/kanji_弱.png,弱,"weak, frail"
../kanji_images/kanji_惹.png,惹,"attract, captivate"
../kanji_images/kanji_主.png,主,"lord, chief, master, main thing, principal"
../kanji_images/kanji_取.png,取,"take, fetch, take up"
../kanji_images/kanji_守.png,守,"guard, protect, defend, obey"
../kanji_images/kanji_手.png,手,hand
../kanji_images/kanji_朱.png,朱,"vermilion, cinnabar, scarlet, red, bloody"
../kanji_images/kanji_殊.png,殊,"particularly, especially, exceptionally"
../kanji_images/kanji_狩.png,狩,"hunt, raid, gather"
../kanji_images/kanji_珠.png,珠,"pearl, gem, jewel"
../kanji_images/kanji_種.png,種,"species, kind, class, variety, seed"
../kanji_images/kanji_腫.png,腫,"tumor, swelling"
../kanji_images/kanji_趣.png,趣,"purport, gist, elegance, interest, proceed to, tend, become"
../kanji_images/kanji_酒.png,酒,"sake, alcohol"
../kanji_images/kanji_首.png,首,"neck, counter for songs and poems"
../kanji_images/kanji_儒.png,儒,Confucian
../kanji_images/kanji_受.png,受,"accept, undergo, answer (phone), take, get, catch, receive"
../kanji_images/kanji_呪.png,呪,"spell, curse, charm, malediction"
../kanji_images/kanji_寿.png,寿,"longevity, congratulations, one's natural life"
../kanji_images/kanji_授.png,授,"impart, instruct, grant, confer"
../kanji_images/kanji_樹.png,樹,"timber, trees, wood, establish, set up"
../kanji_images/kanji_綬.png,綬,ribbon
../kanji_images/kanji_需.png,需,"demand, request, need"
../kanji_images/kanji_囚.png,囚,"captured, criminal, arrest, catch"
../kanji_images/kanji_収.png,収,"income, obtain, reap, pay, supply, store"
../kanji_images/kanji_周.png,周,"circumference, circuit, lap"
../kanji_images/kanji_宗.png,宗,"religion, sect, denomination, main point, origin, essence"
../kanji_images/kanji_就.png,就,"concerning, settle, take position, depart, study, per"
../kanji_images/kanji_州.png,州,"state, province"
../kanji_images/kanji_修.png,修,"discipline, conduct oneself well, study, master"
../kanji_images/kanji_愁.png,愁,"distress, grieve, lament, be anxious"
../kanji_images/kanji_拾.png,拾,"pick up, gather, find, go on foot, ten"
../kanji_images/kanji_洲.png,洲,"continent, sandbar, island, country"
../kanji_images/kanji_秀.png,秀,"excel, excellence, beauty, surpass"
../kanji_images/kanji_秋.png,秋,autumn
../kanji_images/kanji_終.png,終,"end, finish"
../kanji_images/kanji_繍.png,繍,"sew, figured cloth"
../kanji_images/kanji_習.png,習,learn
../kanji_images/kanji_臭.png,臭,"stinking, ill-smelling, suspicious looking, odor, savor, fragrance, be fragrant, stink, glow, be bright"
../kanji_images/kanji_舟.png,舟,"boat, ship"
../kanji_images/kanji_蒐.png,蒐,gather
../kanji_images/kanji_衆.png,衆,"masses, great numbers, multitude, populace"
../kanji_images/kanji_襲.png,襲,"attack, advance on, succeed to, pile, heap"
../kanji_images/kanji_讐.png,讐,"enemy, revenge"
../kanji_images/kanji_蹴.png,蹴,kick
../kanji_images/kanji_輯.png,輯,"gather, collect, compile"
../kanji_images/kanji_週.png,週,week
../kanji_images/kanji_酋.png,酋,chieftain
../kanji_images/kanji_酬.png,酬,"repay, reward, retribution"
../kanji_images/kanji_集.png,集,"gather, meet, congregate, swarm, flock"
../kanji_images/kanji_醜.png,醜,"ugly, unclean, shame, bad looking"
../kanji_images/kanji_什.png,什,"utensil, thing, ten"
../kanji_images/kanji_住.png,住,"dwell, reside, live, inhabit"
../kanji_images/kanji_充.png,充,"allot, fill"
../kanji_images/kanji_十.png,十,ten
../kanji_images/kanji_従.png,従,"accompany, obey, submit to, comply, follow, secondary, incidental, subordinate"
../kanji_images/kanji_戎.png,戎,"warrior, arms, barbarian, Ainu"
../kanji_images/kanji_柔.png,柔,"tender, weakness, gentleness, softness"
../kanji_images/kanji_汁.png,汁,"soup, juice, broth, sap, gravy, pus"
../kanji_images/kanji_渋.png,渋,"astringent, hesitate, reluctant, have diarrhea"
../kanji_images/kanji_獣.png,獣,"animal, beast"
../kanji_images/kanji_縦.png,縦,"vertical, length, height, self-indulgent, wayward"
../kanji_images/kanji_重.png,重,"heavy, important, esteem, respect, heap up, pile up, nest of boxes, -fold"
../kanji_images/kanji_銃.png,銃,"gun, arms"
../kanji_images/kanji_叔.png,叔,"uncle, youth"
../kanji_images/kanji_夙.png,夙,"bright and early, long ago, early in life"
../kanji_images/kanji_宿.png,宿,"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling"
../kanji_images/kanji_淑.png,淑,"graceful, gentle, pure"
../kanji_images/kanji_祝.png,祝,"celebrate, congratulate"
../kanji_images/kanji_縮.png,縮,"shrink, contract, shrivel, wrinkle, reduce"
../kanji_images/kanji_粛.png,粛,"solemn, quietly, softly"
../kanji_images/kanji_塾.png,塾,"cram school, private school"
../kanji_images/kanji_熟.png,熟,"mellow, ripen, mature, acquire skill"
../kanji_images/kanji_出.png,出,"exit, leave, go out, come out, put out, protrude"
../kanji_images/kanji_術.png,術,"art, technique, skill, means, trick, resources, magic"
../kanji_images/kanji_述.png,述,"mention, state, speak, relate"
../kanji_images/kanji_俊.png,俊,"sagacious, genius, excellence"
../kanji_images/kanji_峻.png,峻,"high, steep"
../kanji_images/kanji_春.png,春,"springtime, spring (season)"
../kanji_images/kanji_瞬.png,瞬,"wink, blink, twinkle"
../kanji_images/kanji_竣.png,竣,"end, finish"
../kanji_images/kanji_舜.png,舜,"type of morning glory, rose of Sharon, althea"
../kanji_images/kanji_駿.png,駿,"a good horse, speed, a fast person"
../kanji_images/kanji_准.png,准,"quasi-, semi-, associate"
../kanji_images/kanji_循.png,循,"sequential, follow"
../kanji_images/kanji_旬.png,旬,"decameron, ten-day period, season (for specific products)"
../kanji_images/kanji_楯.png,楯,"shield, buckler, pretext"
../kanji_images/kanji_殉.png,殉,"martyrdom, follow by resigning"
../kanji_images/kanji_淳.png,淳,pure
../kanji_images/kanji_準.png,準,"semi-, correspond to, proportionate to, conform, imitate"
../kanji_images/kanji_潤.png,潤,"wet, be watered, profit by, receive benefits, favor, charm, steep"
../kanji_images/kanji_盾.png,盾,"shield, escutcheon, pretext"
../kanji_images/kanji_純.png,純,"genuine, purity, innocence, net (profit)"
../kanji_images/kanji_巡.png,巡,"patrol, go around, circumference"
../kanji_images/kanji_遵.png,遵,"abide by, follow, obey, learn"
../kanji_images/kanji_醇.png,醇,"pure sake, purity, affection"
../kanji_images/kanji_順.png,順,"obey, order, turn, right, docility, occasion"
../kanji_images/kanji_処.png,処,"dispose, manage, deal with, sentence, condemn, act, behave, place"
../kanji_images/kanji_初.png,初,"first time, beginning"
../kanji_images/kanji_所.png,所,"place, extent"
../kanji_images/kanji_暑.png,暑,"sultry, hot, summer heat"
../kanji_images/kanji_曙.png,曙,"dawn, daybreak"
../kanji_images/kanji_渚.png,渚,"strand, beach, shore"
../kanji_images/kanji_庶.png,庶,"commoner, all, bastard"
../kanji_images/kanji_緒.png,緒,"thong, beginning, inception, end, cord, strap, mental or emotional state"
../kanji_images/kanji_署.png,署,"signature, govt office, police station"
../kanji_images/kanji_書.png,書,write
../kanji_images/kanji_薯.png,薯,potato
../kanji_images/kanji_藷.png,藷,potato
../kanji_images/kanji_諸.png,諸,"various, many, several, together"
../kanji_images/kanji_助.png,助,"help, rescue, assist"
../kanji_images/kanji_叙.png,叙,"confer, relate, narrate, describe"
../kanji_images/kanji_女.png,女,"woman, female"
../kanji_images/kanji_序.png,序,"preface, beginning, order, precedence, occasion, chance, incidentally"
../kanji_images/kanji_徐.png,徐,"gradually, slowly, deliberately, gently"
../kanji_images/kanji_恕.png,恕,"excuse, tolerate, forgive"
../kanji_images/kanji_鋤.png,鋤,"spade up, plow"
../kanji_images/kanji_除.png,除,"exclude, division (x/3), remove, abolish, cancel, except"
../kanji_images/kanji_傷.png,傷,"wound, hurt, injure, impair, pain, injury, cut, gash, scar, weak point"
../kanji_images/kanji_償.png,償,"reparation, make up for, recompense, redeem"
../kanji_images/kanji_勝.png,勝,"victory, win, prevail, excel"
../kanji_images/kanji_匠.png,匠,"artisan, workman, carpenter"
../kanji_images/kanji_升.png,升,"measuring box, 1.8 liter"
../kanji_images/kanji_召.png,召,"seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)"
../kanji_images/kanji_哨.png,哨,"scout, sentinel"
../kanji_images/kanji_商.png,商,"make a deal, selling, dealing in, merchant"
../kanji_images/kanji_唱.png,唱,"chant, recite, call upon, yell"
../kanji_images/kanji_嘗.png,嘗,"once, before, formerly, ever, never, ex-, lick, lap up, burn up, taste, undergo, underrate, despise"
../kanji_images/kanji_奨.png,奨,"exhort, urge, encourage"
../kanji_images/kanji_妾.png,妾,concubine
../kanji_images/kanji_娼.png,娼,prostitute
../kanji_images/kanji_宵.png,宵,"wee hours, evening, early night"
../kanji_images/kanji_将.png,将,"leader, commander, general, admiral, or, and again, soon, from now on, just about"
../kanji_images/kanji_小.png,小,"little, small"
../kanji_images/kanji_少.png,少,"few, little"
../kanji_images/kanji_尚.png,尚,"esteem, furthermore, still, yet"
../kanji_images/kanji_庄.png,庄,"level, in the country, manor, village, hamlet"
../kanji_images/kanji_床.png,床,"bed, counter for beds, floor, padding, tatami"
../kanji_images/kanji_廠.png,廠,workshop
../kanji_images/kanji_彰.png,彰,"patent, clear"
../kanji_images/kanji_承.png,承,"acquiesce, hear, listen to, be informed, receive"
../kanji_images/kanji_抄.png,抄,"extract, selection, summary, copy, spread thin"
../kanji_images/kanji_招.png,招,"beckon, invite, summon, engage"
../kanji_images/kanji_掌.png,掌,"manipulate, rule, administer, conduct, palm of hand"
../kanji_images/kanji_捷.png,捷,"victory, fast"
../kanji_images/kanji_昇.png,昇,rise up
../kanji_images/kanji_昌.png,昌,"prosperous, bright, clear"
../kanji_images/kanji_昭.png,昭,"shining, bright"
../kanji_images/kanji_晶.png,晶,"sparkle, clear, crystal"
../kanji_images/kanji_松.png,松,pine tree
../kanji_images/kanji_梢.png,梢,"treetops, twig"
../kanji_images/kanji_樟.png,樟,camphor
../kanji_images/kanji_樵.png,樵,"woodcutting, lumberjack"
../kanji_images/kanji_沼.png,沼,"marsh, lake, bog, swamp, pond"
../kanji_images/kanji_消.png,消,"extinguish, blow out, turn off, neutralize, cancel"
../kanji_images/kanji_渉.png,渉,"ford, go cross, transit, ferry, import, involve"
../kanji_images/kanji_湘.png,湘,"name of Chinese river, the Sagami river"
../kanji_images/kanji_焼.png,焼,"bake, burning"
../kanji_images/kanji_焦.png,焦,"char, hurry, impatient, irritate, burn, scorch, singe"
../kanji_images/kanji_照.png,照,"illuminate, shine, compare, bashful"
../kanji_images/kanji_症.png,症,"symptoms, illness"
../kanji_images/kanji_省.png,省,"government ministry, conserve, omit"
../kanji_images/kanji_硝.png,硝,"nitrate, saltpeter"
../kanji_images/kanji_礁.png,礁,"reef, sunken rock"
../kanji_images/kanji_祥.png,祥,"auspicious, happiness, blessedness, good omen, good fortune"
../kanji_images/kanji_称.png,称,"appellation, praise, admire, name, title, fame"
../kanji_images/kanji_章.png,章,"badge, chapter, composition, poem, design"
../kanji_images/kanji_笑.png,笑,laugh
../kanji_images/kanji_粧.png,粧,"cosmetics, adorn (one's person)"
../kanji_images/kanji_紹.png,紹,"introduce, inherit, help"
../kanji_images/kanji_肖.png,肖,resemblance
../kanji_images/kanji_菖.png,菖,iris
../kanji_images/kanji_蒋.png,蒋,reed
../kanji_images/kanji_蕉.png,蕉,"banana, plantain"
../kanji_images/kanji_衝.png,衝,"collide, brunt, highway, opposition (astronomy), thrust, pierce, stab, prick"
../kanji_images/kanji_裳.png,裳,skirt
../kanji_images/kanji_訟.png,訟,"sue, accuse"
../kanji_images/kanji_証.png,証,"evidence, proof, certificate"
../kanji_images/kanji_詔.png,詔,imperial edict
../kanji_images/kanji_詳.png,詳,"detailed, full, minute, accurate, well-informed"
../kanji_images/kanji_象.png,象,"elephant, pattern after, imitate, image, shape, sign (of the times)"
../kanji_images/kanji_賞.png,賞,"prize, reward, praise"
../kanji_images/kanji_醤.png,醤,a kind of miso
../kanji_images/kanji_鉦.png,鉦,"bell, gong, chimes"
../kanji_images/kanji_鍾.png,鍾,"spindle, gather, collect"
../kanji_images/kanji_鐘.png,鐘,"bell, gong, chimes"
../kanji_images/kanji_障.png,障,"hinder, hurt, harm"
../kanji_images/kanji_鞘.png,鞘,"sheath, case, margin, difference, shells (of beans)"
../kanji_images/kanji_上.png,上,"above, up"
../kanji_images/kanji_丈.png,丈,"length, ten shaku, measure, Mr., Ms., height, stature, all (one has), only, that's all, merely"
../kanji_images/kanji_丞.png,丞,help
../kanji_images/kanji_乗.png,乗,"ride, power, multiplication, record, counter for vehicles, board, mount, join"
../kanji_images/kanji_冗.png,冗,"superfluous, uselessness"
../kanji_images/kanji_剰.png,剰,"surplus, besides"
../kanji_images/kanji_城.png,城,castle
../kanji_images/kanji_場.png,場,"location, place"
../kanji_images/kanji_壌.png,壌,"lot, earth, soil"
../kanji_images/kanji_嬢.png,嬢,"lass, girl, Miss, daughter"
../kanji_images/kanji_常.png,常,"usual, ordinary, normal, common, regular, continually, always, long-lasting"
../kanji_images/kanji_情.png,情,"feelings, emotion, passion, sympathy, circumstances, facts"
../kanji_images/kanji_擾.png,擾,"disturb, throw into confusion"
../kanji_images/kanji_条.png,条,"article, clause, counter for articles, clauses, paragraphs, etc., twig, item, stripe, streak"
../kanji_images/kanji_杖.png,杖,"staff, cane"
../kanji_images/kanji_浄.png,浄,"clean, purify, cleanse, exorcise, Manchu Dynasty"
../kanji_images/kanji_状.png,状,"status quo, conditions, circumstances, form, appearance"
../kanji_images/kanji_畳.png,畳,"tatami mat, counter for tatami mats, fold, shut up, do away with"
../kanji_images/kanji_穣.png,穣,"good crops, prosperity, 10**28"
../kanji_images/kanji_蒸.png,蒸,"steam, heat, sultry, foment, get musty"
../kanji_images/kanji_譲.png,譲,"defer, turnover, transfer, convey"
../kanji_images/kanji_醸.png,醸,"brew, cause"
../kanji_images/kanji_錠.png,錠,"lock, fetters, shackles"
../kanji_images/kanji_嘱.png,嘱,"entrust, request, send a message"
../kanji_images/kanji_埴.png,埴,clay
../kanji_images/kanji_飾.png,飾,"decorate, ornament, adorn, embellish"
../kanji_images/kanji_拭.png,拭,"wipe, mop, swab"
../kanji_images/kanji_植.png,植,plant
../kanji_images/kanji_殖.png,殖,"augment, increase, multiply, raise"
../kanji_images/kanji_燭.png,燭,"light, candlepower"
../kanji_images/kanji_織.png,織,"weave, fabric"
../kanji_images/kanji_職.png,職,"post, employment, work"
../kanji_images/kanji_色.png,色,color
../kanji_images/kanji_触.png,触,"contact, touch, feel, hit, proclaim, announce, conflict"
../kanji_images/kanji_食.png,食,"eat, food"
../kanji_images/kanji_蝕.png,蝕,"eclipse, occultation, be defective"
../kanji_images/kanji_辱.png,辱,"embarrass, humiliate, shame"
../kanji_images/kanji_尻.png,尻,"buttocks, hips, butt, rear"
../kanji_images/kanji_伸.png,伸,"expand, stretch, extend, lengthen, increase"
../kanji_images/kanji_信.png,信,"faith, truth, fidelity, trust"
../kanji_images/kanji_侵.png,侵,"encroach, invade, raid, trespass, violate"
../kanji_images/kanji_唇.png,唇,lips
../kanji_images/kanji_娠.png,娠,"with child, pregnancy"
../kanji_images/kanji_寝.png,寝,"lie down, sleep, rest, bed, remain unsold"
../kanji_images/kanji_審.png,審,"hearing, judge, trial"
../kanji_images/kanji_心.png,心,"heart, mind, spirit, heart radical (no. 61)"
../kanji_images/kanji_慎.png,慎,"humility, be careful, discreet, prudent"
../kanji_images/kanji_振.png,振,"shake, wave, wag, swing"
../kanji_images/kanji_新.png,新,new
../kanji_images/kanji_晋.png,晋,advance
../kanji_images/kanji_森.png,森,"forest, woods"
../kanji_images/kanji_榛.png,榛,"hazelnut, filbert"
../kanji_images/kanji_浸.png,浸,"immersed, soak, dip, steep, moisten, wet, dunk"
../kanji_images/kanji_深.png,深,"deep, heighten, intensify, strengthen"
../kanji_images/kanji_申.png,申,"have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac"
../kanji_images/kanji_疹.png,疹,"measles, sickness"
../kanji_images/kanji_真.png,真,"true, reality, Buddhist sect"
../kanji_images/kanji_神.png,神,"gods, mind, soul"
../kanji_images/kanji_秦.png,秦,"Manchu dynasty, name given to naturalized foreigners"
../kanji_images/kanji_紳.png,紳,"sire, good belt, gentleman"
../kanji_images/kanji_臣.png,臣,"retainer, subject"
../kanji_images/kanji_芯.png,芯,wick
../kanji_images/kanji_薪.png,薪,"fuel, firewood, kindling"
../kanji_images/kanji_親.png,親,"parent, intimacy, relative, familiarity, dealer (cards)"
../kanji_images/kanji_診.png,診,"checkup, seeing, diagnose, examine"
../kanji_images/kanji_身.png,身,"somebody, person, one's station in life"
../kanji_images/kanji_辛.png,辛,"spicy, bitter, hot, acrid"
../kanji_images/kanji_進.png,進,"advance, proceed, progress, promote"
../kanji_images/kanji_針.png,針,"needle, pin, staple, stinger"
../kanji_images/kanji_震.png,震,"quake, shake, tremble, quiver, shiver"
../kanji_images/kanji_人.png,人,person
../kanji_images/kanji_仁.png,仁,"humanity, virtue, benevolence, charity, man, kernel"
../kanji_images/kanji_刃.png,刃,"blade, sword, edge"
../kanji_images/kanji_塵.png,塵,"dust, trash, garbage"
../kanji_images/kanji_壬.png,壬,9th calendar sign
../kanji_images/kanji_尋.png,尋,"inquire, fathom, look for"
../kanji_images/kanji_甚.png,甚,"tremendously, very, great, exceedingly"
../kanji_images/kanji_尽.png,尽,"exhaust, use up, run out of, deplete, befriend, serve"
../kanji_images/kanji_腎.png,腎,kidney
../kanji_images/kanji_訊.png,訊,"request, question, investigate"
../kanji_images/kanji_迅.png,迅,"swift, fast"
../kanji_images/kanji_陣.png,陣,"camp, battle array, ranks, position, sudden, brief time"
../kanji_images/kanji_靭.png,靭,"soft, pliable, quiver"
../kanji_images/kanji_笥.png,笥,"lunch box, clothes chest"
../kanji_images/kanji_諏.png,諏,consult
../kanji_images/kanji_須.png,須,"ought, by all means, necessarily"
../kanji_images/kanji_酢.png,酢,"vinegar, sour, acid, tart"
../kanji_images/kanji_図.png,図,"map, drawing, plan, extraordinary, audacious"
../kanji_images/kanji_厨.png,厨,kitchen
../kanji_images/kanji_逗.png,逗,stop
../kanji_images/kanji_吹.png,吹,"blow, breathe, puff, emit, smoke"
../kanji_images/kanji_垂.png,垂,"droop, suspend, hang, slouch"
../kanji_images/kanji_帥.png,帥,"commander, leading troops, governor"
../kanji_images/kanji_推.png,推,"conjecture, infer, guess, suppose, support, push (for)"
../kanji_images/kanji_水.png,水,water
../kanji_images/kanji_炊.png,炊,"cook, boil"
../kanji_images/kanji_睡.png,睡,"drowsy, sleep, die"
../kanji_images/kanji_粋.png,粋,"chic, style, purity, essence, pith, cream, elite, choice"
../kanji_images/kanji_翠.png,翠,"green, kingfisher"
../kanji_images/kanji_衰.png,衰,"decline, wane, weaken"
../kanji_images/kanji_遂.png,遂,"consummate, accomplish, attain, commit (suicide)"
../kanji_images/kanji_酔.png,酔,"drunk, feel sick, poisoned, elated, spellbound"
../kanji_images/kanji_錐.png,錐,"auger, drill, awl, pyramid, cone"
../kanji_images/kanji_錘.png,錘,"weight, plumb bob, sinker, spindle"
../kanji_images/kanji_随.png,随,"follow, though, notwithstanding, while, during, both, all, obey, submit to, comply, at the mercy of (the waves)"
../kanji_images/kanji_瑞.png,瑞,congratulations
../kanji_images/kanji_髄.png,髄,"marrow, pith, essence"
../kanji_images/kanji_崇.png,崇,"adore, respect, revere, worship"
../kanji_images/kanji_嵩.png,嵩,"be aggravated, grow worse, grow bulky, swell"
../kanji_images/kanji_数.png,数,"number, strength, fate, law, figures"
../kanji_images/kanji_枢.png,枢,"hinge, pivot, door, center of things"
../kanji_images/kanji_趨.png,趨,"run, go, quick, tend towards"
../kanji_images/kanji_雛.png,雛,"chick, squab, duckling, doll"
../kanji_images/kanji_据.png,据,"set, lay a foundation, install, equip, squat down, sit down"
../kanji_images/kanji_杉.png,杉,"cedar, cryptomeria"
../kanji_images/kanji_椙.png,椙,"Japanese cedar, cryptomeria, (kokuji)"
../kanji_images/kanji_菅.png,菅,sedge
../kanji_images/kanji_頗.png,頗,"prejudiced, exceedingly"
../kanji_images/kanji_雀.png,雀,sparrow
../kanji_images/kanji_裾.png,裾,"cuff, hem, foot of mountain"
../kanji_images/kanji_澄.png,澄,"lucidity, be clear, clear, clarify, settle, strain, look grave"
../kanji_images/kanji_摺.png,摺,"rub, fold, print (on cloth)"
../kanji_images/kanji_寸.png,寸,"measurement, tenth of a shaku, a little, small"
../kanji_images/kanji_世.png,世,"generation, world, society, public"
../kanji_images/kanji_瀬.png,瀬,"rapids, current, torrent, shallows, shoal"
../kanji_images/kanji_畝.png,畝,"furrow, thirty tsubo, ridge, rib"
../kanji_images/kanji_是.png,是,"just so, this, right, justice"
../kanji_images/kanji_凄.png,凄,"uncanny, weird, threatening, horrible"
../kanji_images/kanji_制.png,制,"system, law, rule"
../kanji_images/kanji_勢.png,勢,"forces, energy, military strength"
../kanji_images/kanji_姓.png,姓,surname
../kanji_images/kanji_征.png,征,"subjugate, attack the rebellious, collect taxes"
../kanji_images/kanji_性.png,性,"sex, gender, nature"
../kanji_images/kanji_成.png,成,"turn into, become, get, grow, elapse, reach"
../kanji_images/kanji_政.png,政,"politics, government"
../kanji_images/kanji_整.png,整,"organize, arranging, tune, tone, meter, key (music)"
../kanji_images/kanji_星.png,星,"star, spot, dot, mark"
../kanji_images/kanji_晴.png,晴,clear up
../kanji_images/kanji_棲.png,棲,"live, dwell"
../kanji_images/kanji_栖.png,栖,"nest, rookery, hive, cobweb, den"
../kanji_images/kanji_正.png,正,"correct, justice, righteous, 10**40"
../kanji_images/kanji_清.png,清,"pure, purify, cleanse, exorcise, Manchu dynasty"
../kanji_images/kanji_牲.png,牲,"animal sacrifice, offering"
../kanji_images/kanji_生.png,生,"life, genuine, birth"
../kanji_images/kanji_盛.png,盛,"boom, prosper, copulate"
../kanji_images/kanji_精.png,精,"refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill"
../kanji_images/kanji_聖.png,聖,"holy, saint, sage, master, priest"
../kanji_images/kanji_声.png,声,voice
../kanji_images/kanji_製.png,製,"made in..., manufacture"
../kanji_images/kanji_西.png,西,"west, Spain"
../kanji_images/kanji_誠.png,誠,"sincerity, admonish, warn, prohibit, truth, fidelity"
../kanji_images/kanji_誓.png,誓,"vow, swear, pledge"
../kanji_images/kanji_請.png,請,"solicit, invite, ask"
../kanji_images/kanji_逝.png,逝,"departed, die"
../kanji_images/kanji_醒.png,醒,"awake, be disillusioned, sober up"
../kanji_images/kanji_青.png,青,"blue, green"
